Book,Publisher,Category,Subcategory,State/Country,Date,Month,Year,Host,Meeting No.,Contributor,Composite,Aaron T.,Adam H.,Adam W.,Alex Ha.,Alex He.,Alex M.,Alex S.,Allen M.,Andrew F.,Andrew P.,Andrew S.,Anfernee A.,Annie H.,Ben C.,Ben S.,Ben W.,Bill K.,Bobby T.,Brant C.,Brian La.,Brian Li.,Carl R.,Charlie D.,Charlie M.,Chelsea P.,Chris G.,Chris J.,Chris Mo.,Chris My.,Colin J.,Cory P.,Dan S.,Darrell L.,Dave E.,Dave S.,David A.,David J.,David W.,Denis M.,Dick K.,DJ W.,Donny H.,Drew B.,Dustin S.,Eric A.,Eric B.,Eric H.,Erik W.,Forrest T.,Frank B.,Greg A.,Ian S.,Jake W.,James E.,Jason F.,Jason M.,Jason S.,Jayson L.,Jeremy S.,Jesse J.,Jim B.,Jim C.,Joe C.,Joe J.,Joe S.,Joel B.,John S.,John V.,Jordyn P.,Josh J.,Josh R.,Juan B.,Katie S.,Kevin V.,Kevin W.,Lauren D.,Lee M.,Maridee R.,Mark A.,Mark N.,Matt A.,Matt G.,Matt S.,Matt T.,Matthew S.,Merritt W.,Michael P.,Mike M.,Mike V.,Nate M.,Nick K.,OJ W.,Paul H.,Paul K.,Paul W.,Phil H.,Phil W.,Rachel H.,Renee K.,Richard A.,Rick S.,Rob C.,Rusty O.,Ryan F.,Ryan Y.,Sam E.,Sam S.,Sara P.,Sarah G.,Scott M.,Scott T.,Shelley B.,Steve B.,Steve D.,Steve M.,Steve P.,Steve S.,Steve W.,Stuart W.,Tim H.,Tony H.,Tony W.,Trent D.,Tyler S.,Wes B.,Zach M.
Little Kings Original Cream Ale,Christian Moerlein Brewing Co.,Cream Ale,,Ohio,8/23/2014,August,2014,Trent D.,16,James E.,2.25,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,2.00,,,,,0.50,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,1.00,,,
Ermal's Belgian Style Cream Ale,Warped Wing Brewing Co.,Cream Ale,Belgian Cream Ale,Ohio,2/25/2016,February,2016,Dave E.,34,Ben W.,2.25,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,2.00,,2.00,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1.50,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,
Happy Little Plaidtree,MadTree Brewing Co.,Red,,Ohio,5/3/2017,April,2017,Jake W.,48,Paul W.,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,4.00,,,1.00,,1.75,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,2.00,2.25,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,
Golden Pilsner,D. G. Yuengling & Son,Pilsner,,Pennsylvania,8/10/2018,August,2018,Jason M.,64,Kevin W.,2.25,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,1.50,,,,,,,,,,,1.75,,,2.50,,,2.25,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well...Since I Came In Late, I Might As Well Leave Early Oat Lager",Hoof Hearted Brewing / DSSOLVR,Lager,American Lager,Ohio,6/13/2023,June,2023,Sara P.,120,Matt T.,2.23,,,,,,,,,2.50,,,,1.25,,3.00,,,,,,,,,,2.25,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,3.00,,1.00,,,,,,,,,,,,2.75,,,1.50,,,,,2.00,,,,,,,,,,1.75
Op & Top,Brouwerij De Molen,Pale Ale,American Pale Ale,Netherlands,6/24/2014,June,2014,Scott T.,14,Dave E.,2.23,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,1.50,,,,3.00,,,,,2.50,,,,,,,,0.50,,,,,,0.50,,,,,,,,,,3.00,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,2.00,,,,,3.00,,,,,,,,,,,,1.50,,,
Blueberry Tart,Southern Tier Brewing Co.,Sour,Fruited Sour,New York,5/24/2018,May,2018,Jason F.,61,Jason F.,2.23,1.75,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,2.25,,,,,,2.00,,2.50,2.50,,,3.00,,,,,,,,,,,,,,,,2.50,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,
Call to Farms Saison,Listermann Brewing Co.,Saison,,Ohio,4/17/2018,April,2018,Jake W.,60,Paul K.,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,3.00,,0.00,2.50,,,2.75,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,3.00,1.75,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,1.00,,,,
Buffalo Gold Golden Ale,Boulder Beer,Golden,,Colorado,4/17/2015,April,2015,Phil H.,24,Bobby T.,2.22,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,1.50,,,,,3.50,,,,,,,,3.00,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,1.50,0.50,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,
Red Stripe Jamaican Lager,Desnoes & Geddes Ltd.,Lager,American Adjunct Lager,Jamaica,4/17/2018,April,2018,Jake W.,60,Jason M.,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,1.50,,,2.50,,,3.75,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,2.25,2.00,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,1.50,,,,
Uncomfortably Long Hugs Milkshake IPA,Weyerbacher Brewing Co.,IPA,Milkshake IPA,Pennsylvania,6/21/2019,June,2019,Ben W.,74,Jeremy S.,2.22,,,,,,,,,,,,,,,,1.00,,,,,,,1.50,,,,,,,,,,,1.00,,,,,,3.00,,,2.50,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,
Burger Classic,Hudepohl-Schoenling Brewing Co.,Lager,American Lager,Ohio,12/2/2016,December,2017,Paul W.,44,Kevin W.,2.22,,,,,,,,,,,,,,,,2.75,,1.75,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,2.25,,1.75,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,2.50,,1.75,,1.50,,,,2.75,2.75,,,,,,,,,,,2.00,4.00,,,,,,,,,,2.50,,,,,2.00,,,,,,2.25,,,,,,1.25,,,
Cali Creamin' Vanilla Cream Ale,Mother Earth Brewing Co.,Cream Ale,,California,4/25/2025,April,2025,Paul K.,142,Dave E.,2.22,,,,,,,,,,,,,,,2.75,,0.25,,,,,,,,,,,,,,,,,1.75,,2.00,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,2.50,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,
Barracuda Pale Ale,MadTree Brewing Co.,Pale Ale,American Pale Ale,Ohio,12/9/2022,December,2023,Paul W.,114,Sara P.,2.22,,,,,,,,,,,,,,,,,,1.50,,,,,1.50,,,,,,,,,,,2.75,,,,,,,,,2.25,,,,,,,,,,3.00,,,1.75,,,1.75,,,,,2.25,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,1.75,2.25,,,,,,,,,,,,,3.00,,,3.00,,,,1.75,,,,,,,,,,,1.75
My Blue Heaven Blueberry Ale,Grainworks Brewing Co.,Fruit and Field,,Ohio,4/28/2022,April,2022,Pleasant Ridge,106,Zach M.,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,2.50,,,2.50,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,1.75,,,,,,,3.25
Spacewalker American Belgo,Great Lakes Brewing Co.,IPA,Belgian IPA,Ohio,7/30/2014,July,2014,Dave E. and Jake W.,15,Joel B.,2.21,,,,,1.00,,,,,,,,,,,,,,,,,,,2.00,,,,,,4.50,,3.50,,1.50,,,,,,,,,,,2.00,,1.50,,,,,,1.50,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,2.00,,3.00,,,,,,,,,,,,0.50,,,,,,,,,,,1.50,,,,,4.00,,,,,,,,,,1.00,,3.00,1.50,,
Sunshine Daydream Session Ale,Fat Head's Brewery & Saloon,IPA,Session IPA,Ohio,5/18/2016,May,2016,Scott T.,37,Eric H.,2.20,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,1.50,,4.00,,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.00,,,,,,,,,,,1.00,,,,,,,,,,,1.50,,,,,2.00,,,,,,,,,,,,,,,
Original Pale Ale,Cooper's Brewery,Pale Ale,English Pale Ale,Australia,6/24/2014,June,2014,Scott T.,14,Sam E.,2.19,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,2.00,,,,2.00,,,,,2.50,,,,,,,,2.50,,,,,,1.50,,,,,,,,,,2.00,2.50,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,3.00,,,,,2.00,,,,,,,,,,,,2.00,,,
Suh Mow A Cookie Beer,Hoppin' Frog Brewery,Brown,,Ohio,6/13/2023,June,2023,Sara P.,120,Dave E.,2.19,,,,,,,,,3.00,,,,,,3.25,,,,,,,,,,1.50,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,2.00,,1.00,,,,,,,,,,,,2.00,,,2.00,,,,,0.75,,,,,,,,,,2.25
Blonde American Lager,Guinness Ltd.,Blonde,,Ireland,4/17/2015,April,2015,Phil H.,24,Denis M.,2.19,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,2.00,,,,,3.00,,,,,,,,2.50,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,0.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,
Ohio Pale Ale,Jackie O's Brewery,Pale Ale,American Pale Ale,Ohio,9/21/2016,September,2016,Matt S.,41,Jake W.,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,1.50,,3.50,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,2.00,,,2.50,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,
Caramel Apple Fandango Fruited Sour Beer,Toppling Goliath Brewing Co.,Sour,Fruited Sour,Iowa,7/31/2024,July,2024,Dave E.,133,Scott T.,2.19,,,,,,,,,,,,,,,1.75,,0.50,,,,,,1.75,,,,,,,,,,,3.25,,,,,,,,,,,,,1.75,,,,,,1.75,,,2.00,,,,,,,,3.75,,,,,,,,1.50,,,,,2.75,,,,,,,3.50,,,,,,,,,,,,,,1.00,,,,,,,,,,2.75,1.00,,3.50,,,,,,,,,,,,,,,2.50
City Life India Session Pilsner,Fretboard Brewing Co.,Pilsner,Session,Ohio,6/27/2018,June,2018,Scott T.,62,Dave E.,2.18,3.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,1.50,,2.25,,,,,,1.50,,,2.50,,,2.50,,,,,2.50,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,
Wonder Tub Witbier,Taft's Brewing Co.,Wheat,Witbier,Ohio,1/17/2019,January,2019,Paul K.,69,Dave E.,2.18,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,2.00,,,,,3.50,3.00,,,,,2.25,,1.75,,,,2.25,,2.75,,,1.50,,,,,,,,,,,,,,,1.50,,,,,,2.00,,,,,,,,,,,,,,,,,2.75,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00
Fistmas Holiday Ale,Revolution Brewing,Red,,Illinois,11/14/2013,November,2013,Trent D.,7,Dave E.,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,2.00,,,,,,,,2.50,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,2.00,,,,,,,,,,,,,,,,,,2.50,,,,,2.00,,,,,,,,,,,,2.00,,,
Imperial Stout,Founders Brewing Co.,Stout,Russian Imperial Stout,Michigan,2/26/2015,February,2015,Dave E.,22,Jake W.,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,1.50,,,2.50,,,,,3.00,,,1.00,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,1.00,3.50,,,,,,,,,,,,,,,,,,,,,,2.50,,,,2.50,,,,,,,,,,,,,2.50,,,
Black Cherry Bourbon Tea Beer,Wild Ohio Brewing Co.,Fruit and Field,,Ohio,2/29/2020,February,2020,Tony H.,82,Josh R.,2.17,,,1.00,,,,,,,,,,,,2.25,4.25,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,3.50,,0.50,,,1.50,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,1.50,
Longboard Island Lager,Kona Brewing Co.,Lager,American Lager,Hawaii,5/13/2014,May,2014,Colin J.,13,Dave E. / Retrial,2.15,2.50,,,,,,,,,,,,,,3.00,2.00,,2.00,,,,,1.00,,,,,,,1.50,,,,2.00,,,,,,,,,2.25,,2.00,,1.00,,,,,,0.50,,,2.75,,,3.00,,,,,,,,,,,,,,,,3.00,,,,1.50,,,,3.00,,,3.50,,,,,,2.25,2.00,2.50,,,,,,,,,,,,2.00,,,,,1.50,,,1.50,,,,,,,2.00,,2.50,,,3.25
20th Anniversary Ale,Brewery Ommegang,Strong,Belgian Strong,New York,6/13/2023,June,2023,Sara P.,120,Paul K.,2.14,,,,,,,,,2.75,,,,1.00,,2.50,,,,,,,,,,2.50,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,2.00,,1.00,,,,,,,,,,,,1.50,,,1.50,,,,,2.00,,,,,,,,,,3.50
Rico,Chihuahua Cerveza,Lager,Mexican Lager,California,7/9/2021,July,2021,Dave E.,97,Charlie D.,2.14,,,,,,,,,,,,,,,,1.50,,,,,,,1.50,,,,,,,,,,,1.00,,,,,,,,,1.75,,,,,,,,3.50,,1.50,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,
Handlebar Double Stout,Christian Moerlein Brewing Co.,Stout,American Imperial Stout,Ohio,2/26/2015,February,2015,Dave E.,22,Dave E.,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,1.00,,,2.50,,,,,3.00,,,2.50,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,2.00,2.50,,,,,,,,,,,,,,,,,,,,,,2.00,,,,2.00,,,,,,,,,,,,,2.00,,,
Michelob Ultra,Michelob Brewing Co.,Lager,American Light Lager,Missouri,10/27/2022,October,2022,Juan B. / Zach M.,112,Jake W.,2.13,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00
Keeper,Sly Fox Brewing Co. / Mikkeller ApS,Pilsner,,Pennsylvania,7/30/2014,July,2014,Dave E. and Jake W.,15,Charlie M.,2.12,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,3.00,,,,,,2.00,,2.50,,2.00,,,,,,,,,,,1.50,,3.00,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,1.50,,,,,,,,,,,,2.00,,,,,,,,,,,1.50,,,,,2.00,,,,,,,,,,1.00,,2.50,3.00,,
Esther Belgian Christmas Ale,Platform Beer Co.,Christmas,Belgian Christmas,Ohio,12/8/2017,December,2018,Paul W.,56,Bobby T.,2.10,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,1.75,,,,3.00,,,,,,,2.00,,2.00,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,1.00,,0.50,,,,,,4.00,,,2.75,,,,,,,,2.75,2.00,1.25,,,,,,,,,,,,,,,1.50,,,,,1.75,2.50,,,,2.50,,,,,
Smuttlabs Kung Fu Hobo,Smuttynose Brewing Co.,Kolsch,,New Hampshire,10/26/2015,October,2015,Scott T.,30,Jake W.,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,2.00,,,,,,,,,,,,,2.50,,,,,,2.50,,,,,,,,,1.50,,,,,,,,,,,,,2.00,,,,2.00,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,2.50,,,2.00,,,,,,,,,,,,
Pomegranate Shandy,Jacob Leinenkugel Brewing Co.,Shandy,,Wisconsin,12/8/2017,December,2018,Paul W.,56,Kevin W.,2.09,,,,,,,,,,,,,,,,1.00,,2.75,,,,,,,,,,,,,,,,1.50,,,,2.25,,,,,,,3.25,,1.75,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,2.00,,2.00,,,,,,2.50,,,2.00,,,,,,,,2.25,1.50,0.00,,,,2.50,,,,,,,,,,,2.50,,,,,2.25,1.75,,,,3.00,,,,,
Krombacher Pils,Krombacher Brauerei,Pilsner,,Germany,9/28/2018,September,2018,Aaron T. and Jeremy S.,65,Lee M.,2.09,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,2.25,,,,,,,,1.00,,2.00,2.00,,,2.00,,,,,,,,,,,,2.75,,,,2.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,
Quilmes,Cervecería y Maltería Quilmes,Lager,American Lager,Argentina,6/24/2014,June,2014,Scott T.,14,Scott T.,2.08,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,2.00,,,,2.00,,,,,2.50,,,,,,,,2.50,,,,,,2.00,,,,,,,,,,1.50,2.50,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,2.00,,,,,,,,,,,,2.00,,,
Mad Elf Ale,Troegs Brewing Co.,Strong,Belgian Strong,Pennsylvania,12/12/2014,December,2015,Paul W.,20,Paul W.,2.08,,,,,,,,,,,,,,,,,,3.00,,,,,,1.00,,,,,,,,2.50,,0.50,,,,,,,,,,,,4.50,1.50,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,2.50,,,,,,,,,,,,,,,2.00,,,,,2.00,2.50,,,,,,,,,
Imperial,Cerveceria Costa Rica,Lager,American Adjunct Lager,Costa Rica,6/24/2014,June,2014,Scott T.,14,Jake W.,2.08,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,4.00,,,,3.00,,,,,2.00,,,,,,,,1.50,,,,,,1.00,,,,,,,,,,2.00,2.00,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,2.50,,,,,1.50,,,,,,,,,,,,1.50,,,
Karlovacko Pivo Beer,Karlovacka Pivovara,Pilsner,,Croatia,6/24/2014,June,2014,Scott T.,14,Trent D.,2.08,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,1.50,,,,1.50,,,,,2.50,,,,,,,,1.50,,,,,,1.50,,,,,,,,,,2.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,2.00,,,,,2.00,,,,,,,,,,,,3.00,,,
Rodenbach,Brouwerij Rodenbach N.V.,Sour,Flanders Red Ale,Belgium,6/24/2014,June,2014,Scott T.,14,Joe J.,2.08,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,0.00,,,,1.00,,,,,2.00,,,,,,,,1.00,,,,,,2.50,,,,,,,,,,3.00,4.50,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,1.50,,,,,3.50,,,,,,,,,,,,1.50,,,
Beck's Bier,Beck & Co.,Pilsner,German,Germany,9/16/2014,September,2014,Jake W.,17,Tony H.,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,2.00,,,,,,,1.50,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,3.00,,,,,2.00,,,,,,,,,,2.00,,2.00,,,
2XMas Seasonal,Southern Tier Brewing Co.,Winter,,New York,12/13/2013,December,2013,Paul W.,8,Scott T.,2.04,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.50,2.00,,,,,,,,,,,,2.50,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,2.00,3.50,,,,,,,,,,3.50,,,,,1.50,,,0.50,,,,,,,0.50,,4.00,,,
Amber Waves,Voodoo Brewery,Amber,,Pennsylvania,7/9/2021,July,2021,Dave E.,97,Greg A.,2.03,,,,,,,,,,,,,,,,2.00,,,,,,,1.75,,,,,,,,,,,2.00,,,,,,,,,1.75,,,,,,,,1.75,,0.50,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,
Mad King's Fest,Moosbacher,Oktoberfest,Festbier,Germany,1/17/2014,January,2014,Phil H.,9,Steve D.,2.00,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,1.50,,2.00,,,,,1.50,,,3.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,
Champagne Velvet,Upland Brewing Co.,Lager,American Lager,Indiana,6/6/2016,June,2016,Eric A.,38,Kevin W.,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,2.00,,2.00,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,
Blue Moon Summer Honey Wheat,Blue Moon Brewing Co.,Wheat,American Pale Wheat,Colorado,5/3/2017,April,2017,Jake W.,48,Donny H.,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,2.50,,,2.00,,2.25,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,2.25,1.25,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,
Orange Martian Sour Ale,Platform Beer Co.,Sour,Fruited Sour,Ohio,6/12/2020,June,2020,Charlie D.,84,Dave E.,2.00,1.00,,,,,,,,,,2.00,,,,,1.00,,3.00,,,,,1.50,,,,,,,,,,,2.00,,,,,,,,,,,,,3.00,,,,,,2.50,,,1.50,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet Perception Fruited Berliner Weisse,Branch & Bone Artisan Ales,Sour,Berliner Weisse,Ohio,1/28/2022,January,2022,Standard Beer,103,Dave E.,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,2.00,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,1.50
Orange Cream Ale,Breckenridge Brewery,Cream Ale,,Colorado,7/3/2017,July,2017,Dave E.,51,Dave E.,1.98,1.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,1.75,,,,,,1.75,,,,,,2.25,,,,,,,,,,,,,,,,2.00,,,,,,,,1.50,,,2.75,,,,,,,,2.25,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,
Hitachino Nest Red Rice Ale,Kiuchi Brewery,Strong,Belgian Strong,Japan,10/24/2023,October,2023,Higher Gravity,124,Paul K.,1.98,,,,,,,,,,,,,,,3.00,,2.25,,,,,,,,,,,,,,,,,1.50,,,,,,,,,0.50,,,,,,,,,,0.50,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,3.25,,,,,,,,,,,,,,2.75,1.00,,,,,,,2.50,,,,,,,,,,
Winter Ale,Rivertown Brewing Co.,Winter,,Ohio,12/13/2013,December,2013,Paul W.,8,Dave E.,1.96,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,2.50,1.50,,,,,,,,,,,,3.00,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,1.50,3.00,,,,,,,,,,2.00,,,,,2.50,,,1.00,,,,,,,0.50,,3.00,,,
Ryan and the Beaster Bunny,Evil Twin Brewing,Farmhouse,,Denmark,12/12/2014,December,2015,Paul W.,20,Dave E.,1.96,,,,,,,,,,,,,,,,,,3.00,,,,,,2.00,,,,,,,,2.00,,2.50,,,,,,,,,,,,2.50,2.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,4.50,,,,,,,,,,,,,,,2.00,,,,,1.50,2.00,,,,1.00,,,,,
Pabst Blue Ribbon,Pabst Brewing Co.,Lager,American Lager,California,8/23/2014,August,2014,Trent D.,16,Trent D.,1.94,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,2.50,,,,,0.50,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.50,,,
See Me Rollin' Cinnamon Swirl Blonde Ale,Sonder Brewing,Blonde,,Ohio,9/26/2023,September,2023,Charlie D.,123,Tim H.,1.93,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,2.00,,,,,,,,,2.50,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,1.75,,,,,,,,,,,,,,,
